,NACL60-1,NACL60-2,NACL60-3,NACL20-1,NACL20-2,NACL20-3,NACL100-1,NACL100-2,NACL100-3,HN-1,HN-2,HN-3,Fermentation_L9h,Fermentation_L19h,Fermentation_L30h,Fermentation_R9h,Fermentation_R19h,Fermentation_R30h,MU
TD01GL000113,,,,,,,2.3544854806342358e-08,1.75182099464205e-07,1.086933657385997e-07,1.8782823533164803e-07,5.980869218939323e-08,8.562950391378797e-07,,,,4.969480592885178e-07,4.0457656618216055e-07,1.957922015696215e-07,
TD01GL000114,3.0826374762402756e-07,1.9760243822697502e-07,3.7106474358034154e-07,,,,9.040082073674994e-08,2.091521919995525e-07,9.797287187009511e-08,1.3912409336819698e-07,4.5095336847077714e-07,6.579445243767672e-07,3.2135634905755716e-07,2.433228208998878e-07,3.4171670892939196e-07,3.5253240141624795e-07,4.018421686783335e-07,1.2877051959916205e-07,
TD01GL000116,7.816465787059092e-08,2.894025022069556e-08,5.791785148794241e-08,5.045187336518811e-08,5.03109075321092e-08,3.6804551378274767e-08,4.054908524488624e-09,7.075838499933013e-08,1.2194698588735545e-08,4.583971123941414e-08,1.2993977388040124e-07,7.581462911329909e-08,2.4714241166902944e-07,8.501741784873096e-08,6.147618810241861e-08,1.1800105642236613e-07,9.10284490505482e-08,9.41463522146148e-08,
TD01GL000117,6.396663696152248e-07,4.7172132118681663e-07,7.375296254350489e-07,2.5141562635375947e-07,3.2451312186303677e-07,1.5944629547669632e-07,7.529061968126323e-08,1.3258392979330784e-07,1.2442419480804197e-07,8.228642253201721e-07,7.482209327861861e-07,8.236250723672889e-07,9.360757612046487e-07,6.665669387078414e-07,4.948902888188113e-07,5.930539897623609e-07,5.389952374910367e-07,4.710866677431694e-07,1.2199999999999998e-07
TD01GL000118,1.2744903657087503e-06,1.0092481189785126e-06,1.4078680672825107e-06,2.765135145883194e-07,2.971300735401427e-07,2.637364736199031e-07,1.158327037372151e-07,2.3649001069508279e-07,9.73170551774124e-08,1.3264436446606133e-06,1.2673311470105845e-06,1.5068290347485008e-06,1.4708269423262325e-06,1.2848220154473112e-06,9.92216036423215e-07,4.921231713816211e-07,9.504276967808834e-07,6.477227086250666e-07,9.62e-07
TD01GL000119,1.0310999560737929e-07,6.75882861241014e-08,6.660708114311712e-08,6.752015631834024e-08,5.420153245210649e-08,7.971148307341187e-08,,,,7.835927898077915e-08,1.3513231945264815e-07,1.0118173075440715e-07,1.6054658184877577e-07,1.341569703341862e-07,6.252390150781794e-08,5.00916760154309e-08,6.435483842624755e-08,7.2155731404031e-08,
TD01GL000120,,,,,,,,,,,,,,,,,,,4.36e-08
TD01GL000121,,,,,,,,,,6.314671010642876e-08,9.79313131877972e-09,1.0780489295439909e-08,,,,,,,
TD01GL000122,2.6937039193182245e-07,2.667368671768649e-07,3.3560235602469973e-07,2.3534189499691534e-08,3.9129568118844296e-08,2.3018843001741194e-08,2.8435490885251603e-08,4.3064678362016024e-08,4.814271156856399e-08,2.5116521768157343e-07,3.980373840055927e-07,4.0932772527775616e-07,7.268136857947227e-07,4.431193394958698e-07,3.523741422823148e-07,4.465850244015362e-07,4.0588356434281244e-07,3.6474890473790983e-07,1.25e-07
TD01GL000123,,,,2.0705099797487122e-07,9.366621352859708e-08,9.623825494535848e-08,,,,1.546214818583255e-07,2.7074987702254044e-07,2.742668416110348e-07,,,,2.386253363479244e-07,5.939945752981696e-07,2.6847197696452927e-07,3.1e-08
TD01GL000124,2.5617073160059477e-06,2.4598187873257187e-06,6.189188582034455e-06,2.755157532509895e-07,3.015813232949885e-07,2.5600492278394935e-07,5.185987959201472e-07,5.698812604287481e-07,5.307170680166194e-07,2.427871706409564e-06,2.497503983334157e-06,2.9932767446469486e-06,7.357080113002265e-06,1.4438126200306421e-06,6.1519834514430236e-06,3.4979993289428357e-06,5.042355090707375e-06,5.429968768936956e-06,5.37e-08
TD01GL000125,1.9083430615971598e-06,1.6825846064694679e-06,1.8161684117423832e-06,3.4215855372883816e-07,2.61410315757176e-07,3.569885349209072e-07,3.760828801346573e-07,5.288149435798421e-07,4.871159825341133e-07,1.5096911910168187e-06,1.998959965035433e-06,1.7326348882876078e-06,2.1155668741995817e-06,1.766240931188748e-06,1.4938474489373988e-06,1.1106074257917587e-06,1.5288043537884133e-06,1.1092180612340366e-06,1.2699999999999999e-07
TD01GL000128,1.8597620136024366e-08,2.3539377095268056e-08,6.921532437341094e-08,1.588278817527432e-08,2.1833438855992873e-08,2.645494076149991e-08,1.2377550111573505e-08,1.988935094127718e-08,1.8713051360514752e-08,2.1524906513268507e-08,3.300915036906389e-08,4.514866638765176e-08,4.8552138487588337e-08,3.263335886626727e-08,2.248727511016747e-08,6.566174263749326e-08,5.417113238769409e-08,2.7020440019063616e-08,
TD01GL000131,1.624609481926502e-07,9.369635182588887e-08,9.93263146904118e-08,,,,,,,9.712804153644323e-08,1.645963472212168e-07,1.359410735329132e-07,8.272204743010413e-08,4.7582627364572894e-08,1.0684926461119954e-07,9.01338307860622e-08,2.7576672705547913e-08,8.654751456268961e-08,
TD01GL000135,2.792694515957381e-07,3.1079765615628644e-07,2.0982146927504832e-07,2.1962741194245176e-07,1.5842495538178648e-07,4.708813269005107e-08,6.494996797200704e-08,1.645077781019948e-07,1.1583881354321229e-07,1.4278753007916776e-07,3.299226166558765e-07,3.9848718233455087e-07,2.9492810084839e-07,2.6527407643862427e-07,2.9372594551709003e-07,1.3248486476280658e-07,2.671622143467894e-07,1.6806948362438605e-07,
TD01GL000136,2.6173583068559152e-06,1.8585882889133666e-06,2.1691791732556516e-06,8.685275491872736e-07,7.769704803983817e-07,9.428597858706243e-07,4.5025374839886574e-07,4.3974686246580163e-07,3.767297860482747e-07,2.5705496912980715e-06,2.374006478864246e-06,2.744849523963872e-06,1.8048839604984113e-06,1.1423293625983534e-06,1.1460345760043052e-06,1.0381516322218461e-06,1.5550821548162566e-06,8.016032901271026e-07,
TD01GL000137,2.73788851407682e-06,2.41747859803931e-06,1.620165731135613e-06,6.857710704667977e-07,7.274109693787206e-07,6.583069728744677e-07,2.198143999301108e-07,3.8610590365602953e-07,4.377183966050297e-07,1.9344759073194613e-06,2.883785428964429e-06,3.125253374756694e-06,1.2357399580735805e-06,1.5961399166527903e-06,2.4651295233290168e-06,7.970952020437914e-07,1.7384666685963596e-06,1.3396243812044427e-06,4.95e-07
TD01GL000139,4.18565332456145e-07,6.520046115412495e-07,4.228856044548205e-07,8.440444754586842e-08,7.845183003164982e-08,3.1576831818751465e-08,8.109019481638366e-08,1.5096525709645242e-07,1.1231869859756524e-07,2.920798571009842e-07,4.4728439625075725e-07,6.672769172799338e-07,2.7850318012587434e-07,1.0378240894641206e-07,3.405021729877438e-07,3.002385672959251e-07,3.865304328131421e-07,2.8792696394416333e-07,5.1500000000000005e-08
TD01GL000140,,,,,,,,,,,,,,,,,,,4.4699999999999997e-08
TD01GL000141,1.2349771795491074e-07,1.441764618844294e-07,1.809073501710412e-07,7.006833132300163e-08,6.897141104155494e-08,6.890425940023153e-08,3.9053095953977944e-08,7.70885109216355e-08,1.0572520585432131e-07,1.6197132405471576e-07,1.8399230907288484e-07,1.8547806828130938e-07,1.9392526116694467e-07,1.4997666566591334e-07,1.2608169002865064e-07,1.142114843681303e-07,1.8537006691772084e-07,1.871148960036869e-07,
TD01GL000143,8.822948635069596e-06,6.595228751628756e-06,6.637977463861634e-06,3.932044799559262e-06,2.6569295024829066e-06,3.845971595551495e-06,,,,,,,,,,,,,
TD01GL000145,1.5652810155721555e-07,1.1921945823433095e-07,9.092686294732418e-08,,,,,,,4.697697086191285e-08,2.821746089545682e-07,7.024091963364095e-08,,,,5.114713549609197e-08,1.3400623033051086e-07,2.9935595654544886e-08,
TD01GL000146,1.709933356638218e-07,1.036581538571454e-07,1.9184329896206365e-07,4.6952037262249015e-08,6.621621544575906e-08,5.976446286746972e-08,1.4908801541261495e-08,1.2788247575126413e-07,4.6229493252924374e-08,3.258370019460145e-08,2.027001140517997e-07,1.8950067972422743e-07,1.427097870638668e-07,1.151130887553282e-07,8.007723217129221e-08,6.43233013986242e-08,1.6072853298375376e-07,3.7749703056103894e-08,
TD01GL000147,7.024895636529585e-06,5.743023352670595e-06,6.5531573863018965e-06,1.4470953077780937e-06,1.114216260388177e-06,1.2970066018449236e-06,1.5246657151477916e-06,1.4498767461405736e-06,1.360242246497779e-06,6.786354392212769e-06,6.296544217144803e-06,4.9990984948363484e-06,6.067070725480047e-06,3.8029350239125282e-06,6.569485588619553e-06,2.615110297076688e-06,4.364778613860069e-06,6.059024871151973e-06,1.3e-07
TD01GL000148,2.4899097694566764e-06,1.8940448353892768e-06,2.467109667206255e-06,1.3192709720147297e-06,1.1838301121317348e-06,1.1997915823358237e-06,3.89682533725209e-07,5.197535547593349e-07,7.115914265700024e-07,2.0159301189555644e-06,2.8797112282887033e-06,2.029362402103799e-06,2.6012229608234258e-06,1.690023242276351e-06,1.3645277276342762e-06,8.392266946606022e-07,1.1437144500847137e-06,2.035900617196861e-06,1.14e-06
TD01GL000154,2.918254510360786e-08,5.4159101539163455e-08,8.032683015689731e-08,3.42148553829534e-08,1.6794425466721743e-08,2.211162238864468e-08,,,,5.348741177781558e-08,5.6003417542687815e-08,9.157268186866415e-08,6.758137700155947e-08,3.125071770957469e-08,1.6710168855455753e-08,6.67420023066114e-08,6.868535233954344e-08,3.186017139908342e-08,
TD01GL000156,3.38131316053659e-08,1.733171330500597e-08,6.19570927368523e-08,2.2691404727879904e-08,9.655383333817341e-09,1.1970542336689877e-08,5.353398551791717e-09,1.2144853286049386e-08,1.1791698423982006e-08,3.1390293689218264e-08,4.916714910920573e-08,4.991591445242556e-08,,,,3.5646285754649646e-08,2.7802179222084952e-08,9.886711862226417e-09,
TD01GL000157,1.526833974654896e-06,1.0226811415996359e-06,1.2238386988451792e-06,1.8490327642809336e-07,1.34074328024151e-07,1.479786128640407e-07,2.1724618908098155e-07,2.396747259244924e-07,2.848245533393601e-07,9.260297348312915e-07,1.4428003122375424e-06,1.3116540768524833e-06,8.121025338020776e-07,7.516134219937405e-07,8.077856807948321e-07,4.636246073159897e-07,5.975377951334319e-07,4.4025324187851594e-07,
TD01GL000159,2.054004899174907e-07,1.7003993034623792e-07,2.752298273127017e-07,,,,1.620695436763297e-08,2.2124188215924905e-08,4.01826609557152e-08,2.025189170202358e-07,2.3660575163475722e-07,3.2212531932999853e-07,9.459096727782273e-08,8.707319278824216e-08,1.5971635902307384e-07,7.814210193725008e-08,2.579049223457024e-07,2.1887493475214144e-07,1.34e-07
TD01GL000160,3.511001417241235e-08,5.603363019059246e-08,7.783000311346307e-08,1.286346995912424e-07,1.1527135247559727e-07,1.46336650272189e-07,1.0228109881034476e-07,1.6519788685733597e-07,1.5945566786866263e-07,8.395610096830077e-08,1.4625840001872923e-07,1.4450003477129446e-07,2.0160494092266847e-07,5.8753446006083496e-08,5.8519873337071434e-08,1.4076528663069558e-07,7.335057757003023e-08,2.8444724889682604e-08,8.3e-08
TD01GL000161,1.3079615239752468e-07,9.2460590901684e-08,1.71301864967922e-07,3.1282940188455094e-08,5.324827329606512e-08,3.2834672985888015e-08,1.1315142410320264e-08,3.128272847886526e-08,3.1218135617134304e-08,1.0570253203633045e-07,1.7404779230241174e-07,1.4307528983265874e-07,9.078552680977891e-08,1.5024399159879022e-07,1.0814671641553979e-07,8.60249710114681e-08,1.4183972928621175e-07,9.838408564773268e-08,
TD01GL000164,9.68243523151879e-06,8.978557434603139e-06,8.960550866249013e-06,2.022479583898683e-07,1.8972665047564996e-07,2.1681286519347234e-07,3.8329811615592965e-07,4.2244770973229125e-07,4.273626876115631e-07,8.071389448396198e-06,8.583432399367296e-06,8.83253067077992e-06,3.6200453064873077e-06,7.205283285310636e-06,1.030583414667653e-05,1.889876054161938e-06,5.6709339542154025e-06,8.588080062513532e-06,2.3399999999999998e-07
TD01GL000170,1.1781136767272551e-06,9.634541095510422e-07,1.1111553310928078e-06,1.4568776324138814e-06,1.238014705756523e-06,1.3588454003284709e-06,4.044462876319925e-07,5.648303891908599e-07,6.594878034849918e-07,1.0416330999308066e-06,1.4645344181986665e-06,1.5318724779517185e-06,1.389786883244967e-06,7.429910096649947e-07,7.663631419544762e-07,8.085251966736233e-07,8.659772817535088e-07,4.7960220695746e-07,3.11e-07
TD01GL000171,2.727096100092928e-08,9.054334431999271e-08,1.0258889501459351e-07,5.2248488712142457e-08,7.035062811741607e-08,2.6819762125768628e-08,1.1185238517016745e-08,2.21077852529618e-08,2.6205731574695837e-08,4.871814613558936e-08,1.0489120598344616e-07,1.983495378414614e-08,,,,4.577070116359866e-08,1.2395073733752195e-07,2.7337983831793188e-08,2.2000000000000002e-08
TD01GL000172,,,,,,,4.422774951517573e-09,2.1163163385674213e-08,1.51959984025167e-08,7.31350197024821e-08,1.1944793389411688e-07,1.2244978915184835e-07,,,,,,,
TD01GL000173,,,,,,,3.805396164255154e-09,1.9200453649224194e-08,2.0382837517759972e-08,,,,,,,,,,
TD01GL000174,3.661821835234848e-06,2.2956269250787747e-06,3.2810072723890974e-06,1.8113182950350764e-06,1.535510000742012e-06,1.9059139076421107e-06,9.473093965391324e-07,1.1178956167857047e-06,1.0512984671623676e-06,2.8660015432998945e-06,3.584060980605664e-06,3.5362422786978518e-06,2.5467081178542723e-06,2.0436602112118415e-06,1.7492332127029576e-06,1.1293464988163545e-06,1.8473061757988977e-06,1.8156812949398383e-06,5.37e-07
TD01GL000175,1.270085574710859e-05,1.3127821557734927e-05,1.1599837654438035e-05,1.1058967605567003e-05,1.1680040005772903e-05,1.4065525290486078e-05,7.403669422033453e-06,6.402220601960038e-06,4.618366811739925e-06,1.526143264163095e-05,1.3535140693647992e-05,1.4724609215339317e-05,1.3910602942205431e-05,5.2736880582200055e-06,5.484038130672454e-06,5.735403141024481e-06,4.76242822146703e-06,6.6724749476993976e-06,2.17e-06
TD01GL000176,2.3704978056631732e-05,2.118257650787621e-05,1.8659663932788056e-05,1.1235502711834622e-05,1.822850360801843e-05,1.9215948476372978e-05,1.2102022251596899e-05,9.811090623518899e-06,7.583277438735658e-06,2.0637361683158462e-05,1.9088060527348634e-05,2.078034650940244e-05,2.6197108768082198e-05,1.3552263241042928e-05,1.330779826769651e-05,1.0308064897312015e-05,1.2472420494105978e-05,1.3741441842896905e-05,4.1700000000000004e-07
TD01GL000177,1.9999423351747938e-05,1.885566788372635e-05,1.586208662295456e-05,1.6075894396902627e-05,1.5161227709125762e-05,1.9488145836180914e-05,1.0114563973896523e-05,8.43366361330793e-06,7.225426328372036e-06,1.968476116128252e-05,1.596101260340895e-05,1.7796849039872436e-05,2.0238684864318057e-05,1.097915993812333e-05,1.168752291898474e-05,8.471168677488434e-06,1.1520289245212534e-05,1.0655875585215357e-05,5.57e-06
TD01GL000178,3.6963853605204877e-05,2.8836781857495372e-05,2.5452516126703425e-05,3.506401390181289e-05,3.015892599854661e-05,4.0646879152747215e-05,1.545732943383501e-05,1.1113054322635652e-05,9.811998566681262e-06,2.806066535397357e-05,2.5834344487169744e-05,2.881159019215374e-05,2.571525561186258e-05,2.0769499679642525e-05,1.8037998346077147e-05,8.777460918144212e-06,1.4222931928911615e-05,1.570608617517666e-05,4.77e-06
TD01GL000180,4.029472350345647e-06,3.5988230768635463e-06,4.0856830185518645e-06,2.7509422714827765e-06,2.225171513147113e-06,2.830021975826799e-06,1.7862461875217273e-06,1.8419476075539184e-06,1.5414453956373233e-06,3.7043680308265503e-06,3.880551713692176e-06,4.396758413862254e-06,4.459729437987339e-06,2.3006099163139807e-06,2.328189759377664e-06,2.4244113992481887e-06,2.6461992643511177e-06,2.5404707229659826e-06,6.15e-07
TD01GL000181,4.535503451950159e-06,3.921249313549121e-06,4.696676772959732e-06,3.83314143372099e-06,2.4437093069313073e-06,3.896091563067021e-06,1.7899236780726385e-06,1.7893371558444685e-06,1.5763417360918224e-06,4.1871101272750995e-06,4.365361676139941e-06,6.64130348464557e-06,4.92539550734544e-06,2.7863311899538547e-06,2.130229177942066e-06,2.3382394621474597e-06,2.70418654234495e-06,1.989057377005642e-06,6.74e-07
TD01GL000182,2.5271861752832412e-05,2.00385240042125e-05,1.5408085387295717e-05,2.323455259505412e-05,2.1044139922805415e-05,2.7180893380284248e-05,9.778950434470392e-06,9.576801140184731e-06,7.215268698562764e-06,2.0297858971845023e-05,1.9012153162522487e-05,2.0770172557148674e-05,2.1942611780810623e-05,1.2772959576594988e-05,8.419861774049426e-06,5.024220942727084e-06,8.388284448160823e-06,1.0750256665898908e-05,5.88e-07
TD01GL000183,,,,2.2472508153872687e-05,2.7697018321929944e-05,1.754986400716245e-08,,,,,,,,,,,,,2.23e-06
TD01GL000185,2.1797118438563158e-05,2.002126507787847e-05,1.751340046458129e-05,1.099474648270117e-05,9.399809282584073e-06,1.1655259643312387e-05,1.117726368746679e-05,8.143941171119533e-06,6.43297286580965e-06,2.027479429986634e-05,1.7588549495320622e-05,2.111574872695024e-05,1.7732162894704245e-05,9.023617183361177e-06,1.194846534595706e-05,7.547625476604792e-06,1.1463831224472315e-05,1.263659582941503e-05,3.33e-06
TD01GL000186,,,,4.6635724407647774e-08,4.2907367107302044e-08,2.9635805712715908e-08,1.0076563197440276e-08,4.011250219759752e-09,5.835300801635962e-09,,,,3.533120423799261e-07,5.485028096626634e-07,5.380871657362995e-07,2.9534565463475216e-07,5.797244775193649e-07,2.9269654937772804e-07,1.1599999999999999e-05
TD01GL000187,4.060751007286862e-05,3.2447486893721545e-05,2.5635848834662e-05,2.528647879856691e-05,2.4380870072181055e-05,3.1045513588640974e-05,2.13829828247558e-05,1.427198771445755e-05,1.216613918267116e-05,,,,3.462751110607024e-05,1.9223591842121944e-05,2.0346296887101584e-05,1.389062542842729e-05,1.856166868407529e-05,2.0930145774274966e-05,3.79e-06
TD01GL000189,1.9227547775177042e-05,1.5478140107105103e-05,1.2869171666425366e-05,1.357623410105871e-05,1.4418997291500889e-05,1.6129718822179037e-05,8.115877647841102e-06,7.4348885645891506e-06,5.147251700811176e-06,1.5378482325689246e-05,1.4845265665753542e-05,1.8380267718119202e-05,1.7337447730939417e-05,9.272937684968944e-06,9.082150635745899e-06,6.123963297933476e-06,9.394673828994408e-06,7.799232702990516e-06,3.34e-07
TD01GL000190,1.987995476247501e-05,1.993354698410134e-05,1.599377999217081e-05,2.0566136639251626e-05,1.551655754210661e-05,2.295809659072596e-05,1.2692534727484295e-05,9.193103201149329e-06,8.589200813986906e-06,1.8801871792651075e-05,1.6500312481475687e-05,1.928476386784982e-05,2.4132648977267524e-05,1.0306325758980903e-05,9.182134866560939e-06,7.662184551886597e-06,1.0832501373779334e-05,9.016335591297315e-06,6.74e-07
TD01GL000191,,,,,,,,,,,,,,,,,,,1.4999999999999999e-05
TD01GL000192,1.955445732261012e-05,1.650163137099947e-05,1.3842978159288202e-05,2.0002981931523846e-05,1.8248291639682292e-05,2.3770446949237265e-05,8.524291352181052e-06,6.939043835852228e-06,6.2903531144596965e-06,1.6944257736176283e-05,1.4955493333851631e-05,1.845763363174307e-05,1.9278977673954182e-05,1.0201153268533539e-05,8.677093310958242e-06,6.808239286963325e-06,9.477940636180072e-06,8.937988689175534e-06,2.97e-06
TD01GL000193,1.8260581367038977e-05,1.2273694943500665e-05,1.1733113678131344e-05,1.3184492708457128e-05,1.037916539839424e-05,1.6235941044330906e-05,8.380315687756045e-06,7.523017020244596e-06,6.319914128148719e-06,1.4737682300084319e-05,1.4393472262887484e-05,1.389976556336812e-05,1.7536841795856138e-05,7.3632794611614074e-06,9.181729339398055e-06,6.216778398556162e-06,8.158489140252583e-06,9.140002985490833e-06,1.73e-06
