,NACL60,NACL20,NACL100,HN,Fermentation_9h,Fermentation_19h,Fermentation_30h,MU
TD01GL000305,1.9238745800515457e-07,1.1774828647471266e-08,5.887592860614937e-09,3.0842547618126646e-08,,,,
TD01GL000307,3.862784491624966e-09,,3.68071200135324e-09,2.005590723366755e-08,,,,
TD01GL000316,5.169978408573568e-08,,,,,,,
TD01GL000319,3.9583435180139897e-07,,9.357784340040875e-08,4.768413677322621e-07,3.2309173455646677e-07,5.907548644199547e-07,5.749608159450745e-07,
TD01GL000320,2.5847963558425974e-08,,4.680453794657132e-09,3.7798161123393246e-08,1.598372845245062e-08,4.420469477711532e-08,2.542151474289e-08,
TD01GL000321,4.5016056757099205e-07,,5.093385291221093e-08,4.857481198735125e-07,3.257709178439454e-07,2.1044800817264616e-07,1.7992590865389305e-07,
TD01GL000322,5.857941934400259e-06,5.3881978014319044e-08,8.23410830080385e-08,6.545815239622483e-06,2.6252009203844486e-06,1.991666069932987e-06,2.46391278572143e-06,1.4e-07
TD01GL000328,1.0703197190992545e-06,2.3949085130834786e-08,3.690093463923977e-07,1.0742834392180995e-06,2.0743686047784386e-06,1.9485387307798282e-06,3.0390977156452846e-06,1.11e-07
TD01GL000330,1.1202783228946298e-07,,,1.5641305336986956e-07,2.170504823814432e-07,3.212200136025076e-07,2.642904017480534e-07,
TD01GL000333,5.499430789833085e-07,3.697819012759472e-07,1.5544155591283023e-07,6.407224594735365e-07,4.7460742985606965e-07,4.130603453316668e-07,2.730408419844007e-07,4.71e-07
TD01GL000334,2.4884671946727464e-07,6.942139673560382e-08,6.430883491951655e-08,2.735148242924515e-07,2.517472435624058e-07,2.4841982523462696e-07,1.2401039978073007e-07,1.36e-07
TD01GL000336,6.202767725109346e-06,2.872851331522579e-06,1.7202684959777228e-06,6.186312055246298e-06,3.1775638002581153e-06,4.4141724335469794e-06,4.166903428438015e-06,6.48e-07
TD01GL000337,2.73527735916466e-06,1.2104688318604919e-06,1.1821060408447478e-06,2.8152440183887817e-06,1.8901931656634701e-06,1.9712405770796185e-06,2.342400667124797e-06,6.88e-07
TD01GL000338,1.2220752068548096e-07,,5.797226649947768e-08,1.9194329579405458e-07,5.490165206472154e-08,5.412330348830221e-08,7.117987560115525e-08,
TD01GL000339,7.518683202199425e-06,3.5705061226381147e-06,3.5681376464390724e-06,8.867487783409869e-06,5.663434708893827e-06,3.599795071672624e-06,3.446150468030664e-06,1.32e-06
TD01GL000341,3.422662582246601e-05,1.9525805124289653e-05,1.4255789309921663e-05,3.697886558291611e-05,2.0367723890533603e-05,1.5521736055624602e-05,1.7823424519476824e-05,1.13e-06
TD01GL000342,2.1372332720443875e-06,1.378222628818379e-06,9.533029141228563e-07,2.1816943224188546e-06,2.0535050694752363e-06,1.2313057185413089e-06,1.4426526862956694e-06,3.7600000000000003e-07
TD01GL000344,7.05323578433039e-07,1.1811155886832368e-07,1.6832844771081272e-07,7.508875911464206e-07,4.669156165013129e-07,1.2007800806057033e-06,1.641572541023332e-06,
TD01GL000345,1.132300953260959e-06,3.056505496645702e-07,2.7303781075689314e-07,1.1307753259851677e-06,8.053195371805004e-07,8.902310403521238e-07,1.1252964377872614e-06,1.11e-06
TD01GL000350,1.624178270400669e-06,9.937733624182628e-07,5.643306417810673e-07,1.940057331251572e-06,1.5318503989825866e-06,1.014731871113601e-06,1.0861245498925344e-06,2.72e-07
TD01GL000351,1.8990934359228847e-06,9.160464125387594e-07,6.360884520940883e-07,2.0074367352686416e-06,1.6131771220457437e-06,1.2788656465040941e-06,1.3402773491457447e-06,2.63e-07
TD01GL000352,,,,,,,,3.14e-07
TD01GL000353,1.3380967113330633e-06,8.54209124778613e-07,,1.0599352365857389e-06,7.878913175062179e-07,1.0588778719442266e-06,8.642428237006683e-07,4.34e-07
TD01GL000354,2.5627312904200037e-07,1.9813269167096617e-07,1.1472748780189858e-07,2.746273367549691e-07,3.4029449812670305e-07,1.8736463427536965e-07,1.4369410562582865e-07,
TD01GL000355,1.034923011696848e-06,8.489260825271165e-07,3.3230697730329606e-07,1.2136921355779482e-06,1.0226713674915408e-06,6.31581904451569e-07,3.638339701837167e-07,2.55e-07
TD01GL000356,1.0928103655159432e-06,1.1524831764523452e-07,2.5846062102664435e-07,1.1788535949598616e-06,6.159334237483282e-07,9.156012948297171e-07,1.1371104823339684e-06,1.2099999999999998e-07
TD01GL000357,3.5342791767460476e-06,1.23417957685079e-06,9.983462164610773e-07,3.457455344547741e-06,2.2788015411338012e-06,2.81198028719737e-06,3.1217380223916072e-06,6.18e-07
TD01GL000358,6.738525597748036e-07,8.706965874170176e-07,3.632971873453238e-07,1.1005714218712275e-06,5.851073164985936e-07,1.2740956017331882e-06,5.315971764685869e-07,
TD01GL000359,1.0446842786082879e-06,5.710364961799984e-07,5.710001636645889e-07,1.1958109458514037e-06,1.0616923851451395e-06,6.914775323735994e-07,6.898344728193617e-07,
TD01GL000360,1.6763613682291726e-06,1.4056129526255145e-06,8.410480420965198e-07,1.6061526278749158e-06,1.8777946713628203e-06,1.2787998697218262e-06,1.4012268274965517e-06,1.72e-07
TD01GL000361,3.0238441475581247e-06,2.775106956134157e-06,1.484628290635075e-06,3.0408691650899018e-06,3.0008768125484637e-06,2.0062156307932088e-06,1.8682884699228212e-06,2.3100000000000002e-07
TD01GL000362,1.0125114552533107e-06,2.1315100607717057e-07,4.914754432696057e-07,7.247487520173114e-07,9.767774418614225e-07,3.979454968440057e-07,3.9115979337684835e-07,1.95e-07
TD01GL000363,5.08579514343448e-08,5.1546234304826993e-08,7.951821365005314e-08,5.566719900387182e-08,1.3284027777157334e-07,4.730157476970494e-08,5.057007542681734e-08,
TD01GL000364,1.3935299821048056e-05,3.676171578737393e-06,5.5249635864021715e-06,1.3071610988698531e-05,1.1571742331476077e-05,5.631618561926646e-06,4.497670443226868e-06,
TD01GL000365,7.199118298425364e-06,3.0319767389722452e-06,2.273218254990355e-06,7.5922681415411385e-06,4.9160074037612225e-06,4.670257654555114e-06,5.301090261389775e-06,4.46e-07
TD01GL000367,5.044921548762027e-05,1.533794166358533e-06,4.880762495993263e-06,4.328013515906618e-05,1.6342505860765972e-05,2.7374748003303325e-05,4.032965551449474e-05,2.37e-06
TD01GL000368,2.6625395346366905e-07,9.693533197053176e-08,1.0359915597121784e-07,,,,,8.57e-07
TD01GL000369,3.3149166915268264e-07,2.0595478039566676e-07,1.6540993079313397e-07,2.9790163812795497e-07,2.8452728560192635e-07,1.291568700331779e-07,7.506592938158783e-08,1.12e-07
TD01GL000370,8.620780235737882e-07,3.2222198673502326e-07,1.9871794476790416e-07,8.577365406931759e-07,3.446177218439605e-07,3.2232951874283053e-07,4.073501547562874e-07,1.82e-07
TD01GL000371,4.925752731470147e-08,,1.8795430979635755e-08,3.875538631732163e-08,,,,
TD01GL000372,4.534267013276299e-07,2.557338930943995e-07,1.263124620003928e-07,5.818752674500063e-07,3.12843589746889e-07,2.9243559303858033e-07,1.71249446082569e-07,
TD01GL000375,1.1467269947009073e-07,,3.540811019033411e-08,9.917108079789251e-08,8.253797661970668e-08,1.4813047937543553e-07,1.366944398941252e-07,
TD01GL000376,5.7088041503211644e-08,4.38932602042528e-09,1.627326372595375e-08,8.36992256797513e-08,6.324806929514304e-08,7.107917061225439e-08,6.211114394243409e-08,
TD01GL000379,4.572323428315189e-06,2.3533657914556888e-06,1.6692754355302396e-06,4.850769295617047e-06,3.3643918517269183e-06,2.2305150176372735e-06,1.856399973780487e-06,
TD01GL000380,4.31162172841657e-07,9.884788601559865e-08,9.620642368882823e-08,8.143515621230306e-07,4.572925234270643e-07,3.509997328198913e-07,2.8241071008772454e-07,
TD01GL000382,5.818943509692746e-07,,1.530053028417008e-07,7.705395369826726e-07,,,,8.58e-07
TD01GL000383,1.0765741269289046e-07,6.881821089205288e-08,7.650804331851427e-08,1.8263579641761802e-07,,,,
TD01GL000384,1.8082343326463648e-07,1.8415554596495623e-07,8.350541650799233e-08,2.3989559769679174e-07,,,,
TD01GL000385,6.928086141783436e-07,,9.018839685519193e-08,6.743616488133435e-07,2.953217885435549e-07,2.6952233054558835e-07,2.861352612789741e-07,7.45e-08
TD01GL000386,3.823795563429435e-06,6.168155447611101e-07,8.97617796996687e-07,3.5324392909358086e-06,2.879803288732272e-06,2.3632296521766666e-06,2.6359607901289177e-06,1.02e-06
TD01GL000387,4.946416098677751e-07,2.5758798474199333e-08,1.7601410102232363e-07,4.428981093638534e-07,3.393606198917971e-07,3.6944365959965157e-07,4.157799306020181e-07,
TD01GL000388,4.304671723897788e-08,,9.666910164418527e-09,3.9415051189393436e-08,,,,
TD01GL000389,,2.603497148641986e-08,1.585855134634469e-08,,,,,6.27e-08
TD01GL000390,2.522439822961638e-06,9.348855359114678e-07,5.299939763996032e-07,2.2980515274009148e-06,1.5797943236813037e-06,1.5723010736061136e-06,1.786999218506762e-06,2.9e-07
TD01GL000393,1.5131735835925487e-07,1.4998011150012627e-07,3.0566921572377805e-08,2.5708133680027583e-07,,,,1.0900000000000001e-07
TD01GL000395,7.546173131384577e-07,7.666715006394687e-08,2.8616396722446215e-07,8.657472778968032e-07,6.324564353511854e-07,7.241809523967854e-07,4.555991683739535e-07,
TD01GL000396,,3.221114701146835e-07,1.5352175726138284e-06,,,,,2.9899999999999996e-07
TD01GL000398,4.44526740858188e-08,,,,,,,
TD01GL000399,1.8776136058423371e-07,,1.1359788351351467e-07,3.762798246267673e-07,2.991528460834895e-07,1.360685047336439e-07,1.3329167248812725e-07,
TD01GL000400,3.4825334773907053e-07,1.7225569765972894e-07,1.5403483344404524e-07,4.99854623050727e-07,3.146350483702175e-07,1.5738957811178502e-07,1.5774582434743832e-07,
TD01GL000401,2.2406447752062914e-07,,4.813521008910407e-08,2.7203922842094705e-07,2.5576905348753986e-07,3.164743321014339e-07,1.8058018477904034e-07,
TD01GL000402,,,3.747841978236859e-08,9.789090502068861e-08,,,,2e-07
TD01GL000405,7.862750521319152e-08,,2.7383061560330824e-08,1.3142313838721235e-07,,,,
TD01GL000406,3.036593203369732e-07,7.475746163986442e-08,1.350592321714965e-07,6.834991991102119e-07,4.2653135719859285e-07,2.3942002347276306e-07,3.586681753934812e-07,1.05e-07
TD01GL000407,2.4971079189718677e-06,1.0460788991660047e-06,1.1227524488034943e-06,2.772398796980849e-06,2.355605654234014e-06,1.5721497889544555e-06,1.437093096793522e-06,6.25e-08
TD01GL000419,1.1116898203308768e-07,,9.86574967298259e-09,1.0249763196181271e-07,1.0402495397562676e-07,8.295455075423136e-08,6.201953783951306e-08,
TD01GL000420,3.824357618239753e-08,,1.1099537679753098e-08,5.592311537531236e-08,5.0745193607157214e-08,5.6087185559937126e-08,4.770251464540807e-08,
TD01GL000423,,,3.643999921453742e-09,,,,,1.65e-06
TD01GL000430,4.4002077947623693e-07,,,4.8509485492869e-07,6.624881597546121e-08,1.4285386083770575e-07,1.1284834231169987e-06,1.37e-07
TD01GL000432,2.6609410972322188e-08,,3.265878876852597e-09,3.2493590837384807e-08,,,,
TD01GL000434,,,,,,,,2.8999999999999998e-08
TD01GL000439,8.764446147975284e-08,,,2.3879299205904112e-08,1.25862661546458e-08,2.4259044554393275e-08,2.955487514879343e-08,
TD01GL000440,3.467022924669654e-08,,8.93155307879178e-09,4.4173008642907725e-08,,,,
TD01GL000441,3.176876924463725e-07,,2.5160559706167664e-08,3.329455180371481e-07,2.6167842368523636e-07,1.5214934491128034e-07,2.8475510435014573e-07,1.04e-07
TD01GL000444,,8.8700660767534e-08,2.331644828488367e-08,,,,,
TD01GL000445,,9.107672907551085e-09,6.405530416608316e-09,,,,,
TD01GL000448,4.559118976242318e-05,1.3465981596831386e-06,4.417169578425051e-06,4.8909798370690707e-05,2.031309446719044e-05,2.455273228742682e-05,3.6511665913636993e-05,
TD01GL000450,,2.939402959963508e-08,5.97094177745662e-08,1.8431859213774545e-07,,,,
TD01GL000452,1.0004377146312937e-06,8.67992928203589e-08,2.0207916715554928e-07,9.162874284964499e-07,4.456113678032158e-07,4.312268575404736e-07,3.3522887827287296e-07,
TD01GL000453,4.836603673477204e-06,9.674252254057982e-07,1.1672087589515384e-06,5.163996042043214e-06,3.114211687200802e-06,3.2452489862045384e-06,3.3954337078173335e-06,2.23e-07
TD01GL000454,2.9712521351561886e-06,2.454103277320376e-07,6.869572601001777e-07,2.9247215278819375e-06,1.945919821493402e-06,2.192306657395813e-06,2.2819081470119823e-06,
TD01GL000455,4.482997318670657e-07,2.7847017342463557e-08,4.6699218710079436e-08,1.9261834504258905e-07,1.6010375781004056e-07,2.0785087945327392e-07,1.8864248715628072e-07,
TD01GL000456,6.363584925212401e-07,1.897191888790132e-07,8.872212090375336e-08,5.636983178106156e-07,3.5172735389310346e-07,3.7447731357152547e-07,3.337167060161126e-07,1.05e-07
TD01GL000457,,,8.297084626426206e-09,,,,,
TD01GL000458,5.342666706535735e-08,,1.9163126569767354e-08,6.097461144651687e-08,,,,1.4e-07
TD01GL000459,2.9496431144838005e-08,,2.9516169448563114e-09,,,,,
TD01GL000460,2.0911754153618714e-07,5.0104059994046704e-08,2.3141211292540768e-08,1.5736034421973192e-07,4.7765569088396336e-08,1.286835020064753e-07,8.550010157589253e-08,
TD01GL000462,1.745155970136151e-06,3.9858021517227374e-07,4.220208850235928e-07,1.7225807780274235e-06,1.407340011438027e-06,1.6986942861272709e-06,1.798553967845781e-06,3.6200000000000004e-07
TD01GL000463,2.5065676547259758e-05,1.909418186167857e-05,1.2927632937542382e-05,2.4321852902368865e-05,1.638316876963265e-05,8.278597856027149e-06,7.981413526346409e-06,2.6e-07
TD01GL000464,2.1616945201048474e-07,1.0772556131357955e-07,9.296919389820516e-08,3.059459217810958e-07,3.047788773473853e-07,2.496837495130338e-07,1.240289663973365e-07,
TD01GL000465,1.0774684844520868e-07,1.4307778173083756e-07,7.378514624529924e-08,1.752895289849267e-07,1.6617570892832491e-07,8.018926605380125e-08,1.0596075512346597e-07,
TD01GL000466,2.9165668780070324e-05,2.6932150588808586e-05,1.584415314771855e-05,3.0353151233850078e-05,2.207942345983018e-05,1.8587471586057622e-05,1.8556606383572833e-05,2.77e-06
TD01GL000468,1.0971918892967904e-06,3.357489904605334e-07,1.8227181492120889e-07,1.1709268266452314e-06,4.859475248169294e-07,5.037518061427332e-07,4.658570709599927e-07,
TD01GL000469,5.743105826169919e-06,2.014818421426359e-06,1.379700620832495e-06,5.5564535110812e-06,4.219874574525591e-06,2.797171485287825e-06,3.1578018506381337e-06,3.48e-07
TD01GL000470,2.589371771577338e-06,9.861110298666545e-07,6.771133210184006e-07,3.2215742871053482e-06,2.10028934199224e-06,1.5337965693448019e-06,1.5864397489790612e-06,3.9899999999999996e-07
TD01GL000471,3.456753816448109e-08,4.964101000862498e-09,1.7024638761234193e-08,4.074090415998309e-08,,,,
TD01GL000472,1.60575477951387e-08,5.112530095145927e-09,1.0360551424413859e-08,1.3157053395309435e-08,,,,
TD01GL000474,1.348064777643183e-07,,1.465809471377801e-08,8.063026215210114e-08,,,,
TD01GL000475,3.998208474611073e-08,,2.2204678828918293e-08,5.541286655990822e-08,2.2811392311319324e-08,6.794124738237644e-08,3.6266054367026516e-08,
TD01GL000477,3.646449308346423e-07,,5.580071928149732e-08,3.874424728398605e-07,2.9809348119114094e-07,2.0465984876852304e-07,9.527154202819769e-08,2.56e-07
TD01GL000478,4.591856099721112e-08,,1.1217105803175118e-07,4.4974070555119564e-08,1.5938881926349e-07,1.960888533449533e-07,5.946835352324928e-08,
TD01GL000479,,,2.084194381625062e-08,,,,,
TD01GL000481,9.619787383991387e-07,,5.854140766737579e-07,1.0326241473210978e-06,1.3199397983516745e-06,1.396215556099334e-06,1.6722137780484567e-06,1.74e-07
TD01GL000482,5.047180367462459e-07,2.961306112925557e-07,1.8475097740636443e-07,5.022847448756371e-07,7.55958500392434e-07,4.7235274714060766e-07,5.929979856995508e-07,
TD01GL000483,3.491560261670926e-07,5.645882593893436e-07,4.021755158906575e-07,7.039505524907631e-07,7.644969803239682e-07,3.7728765872755565e-07,2.9197992503674004e-07,6.09e-08
TD01GL000485,1.8036314926025213e-06,7.267662243127791e-07,3.291185432885254e-07,2.044893978972752e-06,6.606813763937746e-07,1.095800745250406e-06,9.051662636684506e-07,
TD01GL000487,7.433777381841155e-07,4.12711556928728e-08,1.3694568898781463e-07,7.107740297899006e-07,5.50023793147423e-07,6.395446419297053e-07,6.905059521808911e-07,2.05e-07
TD01GL000488,3.8551911780881223e-07,4.672434399889637e-08,7.404416574088245e-08,5.277441926378889e-07,2.7972098668323694e-07,1.6591189017305472e-07,3.397166156482397e-07,
TD01GL000489,9.978756623353865e-06,3.7257500230964716e-06,2.352357539026382e-06,9.787153885969422e-06,4.547064524450255e-06,6.8630621452802135e-06,8.25155348563634e-06,6.93e-07
TD01GL000491,7.429538519701635e-07,,,6.339862912207252e-07,,,,1.32e-07
TD01GL000493,2.0354174902354e-06,2.6840260539416257e-07,6.08941049533983e-07,1.959927439264485e-06,1.260326221129739e-06,1.8559395318456233e-06,1.815194180325448e-06,1.2e-07
TD01GL000494,1.3718289511212263e-08,,1.31488591737724e-08,2.9518174233265375e-08,,,,
TD01GL000496,1.3473675834902395e-05,4.807889890166844e-06,3.233796957816134e-06,1.4065155172501422e-05,5.202137730474992e-06,6.434421409793188e-06,8.326773481369379e-06,
TD01GL000498,5.599642457773687e-07,1.4481351133785067e-07,1.9946672413628318e-07,7.407657390645301e-07,4.468866270344847e-07,4.778618779401913e-07,5.042841746755133e-07,9.300000000000001e-08
TD01GL000499,,,2.556349001840603e-08,1.6230435531738908e-07,,,,
TD01GL000502,1.475864289811612e-07,,4.790841437355183e-08,1.9510546944345198e-07,,,,
TD01GL000503,1.0852449748730033e-06,1.4621304306320254e-07,2.689522462915241e-07,8.584069518118314e-07,1.4653216067953677e-06,1.4630882941383998e-06,1.8944244628176437e-06,1.69e-07
TD01GL000504,2.505763238553883e-07,3.715269844147872e-08,6.309221932809158e-08,2.5865541459236455e-07,2.131760168631992e-07,2.023210336759124e-07,2.3983191841316e-07,
TD01GL000505,8.780295305622559e-07,1.3225717044310824e-07,2.227620702799923e-07,9.710815455710562e-07,7.399380939342542e-07,9.450401849376122e-07,8.271985802992856e-07,1.55e-07
TD01GL000506,3.558228877855957e-07,1.1243781571147097e-07,1.259869802037461e-07,3.9713133406616575e-07,3.224875263697961e-07,3.4210262623411416e-07,3.7200254745073834e-07,
TD01GL000508,4.697052438308022e-06,2.8649679336956586e-06,2.469758316538141e-06,4.7669857049419016e-06,4.544639675546918e-06,2.1544809886127398e-06,1.5273786997819763e-06,3.3e-06
TD01GL000509,5.572487441725871e-05,1.5573853022064434e-05,2.6584666028648196e-05,4.72932877921463e-05,2.7516423662000324e-05,2.4085438065100935e-05,2.5143608836939597e-05,1.34e-05
TD01GL000510,,6.490522095315427e-09,,,,,,
TD01GL000511,2.041403535194166e-07,1.1849042068222291e-07,5.6813814574240066e-08,2.0463388850911206e-07,2.3001291903239174e-07,1.4570371955292842e-07,1.56560982867725e-07,5.28e-08
TD01GL000513,1.0586168275967826e-06,3.335400703949962e-08,2.493618906440452e-07,1.7515916366099688e-06,6.729605618274338e-07,7.811932110846137e-07,8.501269047601743e-07,1.8399999999999998e-07
TD01GL000514,,,9.303679622966525e-09,,,,,
TD01GL000515,3.917178897391134e-06,1.461122184829549e-06,1.1444776262733364e-06,4.428041478084566e-06,2.6054695130026933e-06,2.607535205351149e-06,1.970258544668261e-06,
TD01GL000516,1.109069548822892e-07,1.3403097055693548e-07,8.053826579875021e-08,,1.614332722003623e-07,1.5935830833788747e-07,1.5262936156628882e-07,
TD01GL000517,2.594676446711887e-07,1.4859641152582124e-07,1.614640019457367e-07,2.945423917655619e-07,2.9046820795155214e-07,2.422401529434116e-07,1.982735763374764e-07,1.08e-07
TD01GL000518,7.075193321659354e-06,3.7571484301686723e-06,1.9253273037439076e-06,6.856261283026722e-06,3.509194697355493e-06,3.332187008668771e-06,3.113643692093082e-06,5.35e-07
TD01GL000519,4.023603708155154e-06,3.6165663071575684e-07,1.0298028384696757e-06,4.0688460529761755e-06,2.506809802559429e-06,2.698071580073546e-06,3.401457057265023e-06,1.8100000000000002e-07
