metacyc	kegg
6-PHOSPHOFRUCTO-2-KINASE-RXN	R02732
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN	R02733
SUCCDIAMINOPIMDESUCC-RXN	R02734
DIAMINOPIMEPIM-RXN	R02735
GLU6PDEHYDROG-RXN	R02736
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	R02739
HOMOGLUTATHIONE-SYNTHASE-RXN	R02741
1.6.4.9-RXN	R02742
3.3.2.2-RXN	R02745
LYSOPHOSPHOLIPASE-RXN	R02746
DEOXYINOPHOSPHOR-RXN	R02748
D-PPENTOMUT-RXN	R02749
RXN-14223	R02750
DEOXYNUCLEOTIDE-3-PHOSPHATASE-RXN	R02751
GLUCARDEHYDRA-RXN	R02752
KDGALDOL-RXN	R02754
DIAMINOPIMELATE-DEHYDROGENASE-RXN	R02755
RXN-8527	R02762
S-METHYLMALONYL-COA-HYDROLASE-RXN	R02764
METHYLMALONYL-COA-EPIM-RXN	R02765
1.1.1.212-RXN	R02766
3-OXOACYL-ACP-REDUCT-RXN	R02767
2.3.1.41-RXN	R02768
5.1.3.9-RXN	R02770
2.6.1.33-RXN	R02773
1.1.1.134-RXN	R02776
DTDPDEHYRHAMREDUCT-RXN	R02777
TREHALOSEPHOSPHA-RXN	R02778
2.6.1.50-RXN	R02781
MYO-INOSOSE-2-DEHYDRATASE-RXN	R02782
UDP-NACMURALA-GLU-LIG-RXN	R02783
6.3.2.7-RXN	R02785
6.3.2.7-RXN	R02786
UDP-NACMURALGLDAPLIG-RXN	R02788
2.4.1.149-RXN	R02789
2.4.1.150-RXN	R02790
2.4.1.151-RXN	R02791
7-ALPHA-HYDROXYSTEROID-DEH-RXN	R02792
1.1.1.176-RXN	R02793
CHOLATE--COA-LIGASE-RXN	R02794
RXN-17385	R02797
1.1.1.196-RXN	R02800
RXN-12130	R02804
MERCURY-II-REDUCTASE-RXN	R02807
AMINE-N-METHYLTRANSFERASE-RXN	R02808
ARYLAMINE-SULFOTRANSFERASE-RXN	R02809
IODIDE-PEROXIDASE-RXN	R02810
OLEATE-HYDRATASE-RXN	R02813
3.1.2.14-RXN	R02814
PTERIN-DEAMINASE-RXN	R02815
PTERIDINE-OXIDASE-RXN	R02816
3.1.4.13-RXN	R02817
ALDEHYDE-REDUCTASE-RXN	R02819
ALDEHYDE-REDUCTASE-RXN	R02820
2.1.1.5-RXN	R02821
3.3.2.10-RXN	R02822
1.21.4.1-RXN	R02825
NITRILE-HYDRATASE-RXN	R02826
4.99.1.5-RXN	R02827
ORCINOL-2-MONOOXYGENASE-RXN	R02830
ORSELLINATE-DECARBOXYLASE-RXN	R02831
TROPINE-DEHYDROGENASE-RXN	R02832
RXN-12085	R02836
CORTISOL-O-ACETYLTRANSFERASE-RXN	R02837
CORTISOL-SULFOTRANSFERASE-RXN	R02839
ALDOSE-1-DEHYDROGENASE-RXN	R02847
HEXOKINASE-RXN	R02848
D-LYSINE-56-AMINOMUTASE-RXN	R02852
RXN-11036	R02855
RXN-11761	R02857
MACROCIN-O-METHYLTRANSFERASE-RXN	R02858
DEMETHYLMACROCIN-O-METHYLTRANSFERASE-RXN	R02859
NICOTINE-DEHYDROGENASE-RXN	R02860
PYRIDINE-N-METHYLTRANSFERASE-RXN	R02862
THIAMIN-PYRIDINYLASE-RXN	R02863
SIROHEME-FERROCHELAT-RXN	R02864
SORBITOL-6-PHOSPHATASE-RXN	R02866
SPERMINE-SYNTHASE-RXN	R02869
RXN66-281	R02872
SQUALENE-MONOOXYGENASE-RXN	R02873
SQUALENE-MONOOXYGENASE-RXN	R02874
RXN-12337	R02875
1.1.3.38-RXN	R02877
OCTANOL-DEHYDROGENASE-RXN	R02878
ALKANE-1-MONOOXYGENASE-RXN	R02879
TETRAHYDROBERBERINE-OXIDASE-RXN	R02880
2.1.1.69-RXN	R02882
CELLODEXTRIN-PHOSPHORYLASE-RXN	R02888
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	R02889
CELLULOSE-SYNTHASE-GDP-FORMING-RXN	R02890
CORTISONE-ALPHA-REDUCTASE-RXN	R02892
CORTISONE-BETA-REDUCTASE-RXN	R02893
D-IDITOL-2-DEHYDROGENASE-RXN	R02896
RXN-5381	R02897
2.3.1.131-RXN	R02899
PHLORETIN-HYDROLASE-RXN	R02901
1.1.1.252-RXN	R02906
SCYTALONE-DEHYDRATASE-RXN	R02907
RXN-10778	R02908
RXN3DJ-35528	R02911
UROCANATE-HYDRATASE-RXN	R02914
2.1.1.34-RXN	R02917
TYROSINE--TRNA-LIGASE-RXN	R02918
RXN-10908	R02919
2.7.7.40-RXN	R02921
CREATININE-DEAMINASE-RXN	R02922
TAGATOSE-KINASE-RXN	R02927
GALACTITOL-2-DEHYDROGENASE-RXN	R02928
RXN-12905	R02929
THEANINE-HYDROLASE-RXN	R02930
RXN-3645	R02931
RXN-3581	R02932
RXN-8783	R02933
R165-RXN	R02935
R165-RXN	R02936
OXAMATE-CARBAMOYLTRANSFERASE-RXN	R02937
PENTANAMIDASE-RXN	R02938
RXN-14224	R02940
1.2.1.65-RXN	R02941
ACETYLSALICYLATE-DEACETYLASE-RXN	R02942
+-BORNEOL-DEHYDROGENASE-RXN	R02944
--BORNEOL-DEHYDROGENASE-RXN	R02945
RR-BUTANEDIOL-DEHYDROGENASE-RXN	R02946
ACETOLACTATE-DECARBOXYLASE-RXN	R02948
ACETOIN-RACEMASE-RXN	R02949
2.4.1.126-RXN	R02951
RXN-802	R02952
S-ALKYLCYSTEINE-LYASE-RXN	R02953
BIOCHANIN-A-REDUCTASE-RXN	R02954
CITRAMALATE-COA-TRANSFERASE-RXN	R02955
2.8.3.7-RXN	R02956
RXN-14225	R02957
PURINE-IMIDAZOLE-RING-CYCLASE-RXN	R02960
2.1.1.72-RXN	R02961
RXN-8483	R02962
LACTOYL-COA-DEHYDRATASE-RXN	R02963
RXN-781	R02963
NADH-DEHYDROGENASE-QUINONE-RXN	R02964
1.12.5.1-RXN	R02965
NAPHTHALENE-12-DIOXYGENASE-RXN	R02968
HYDROXYMALONATE-DEHYDROGENASE-RXN	R02969
2.6.1.47-RXN	R02970
PANTETHEINE-KINASE-RXN	R02971
PANTOTHENOYLCYSTEINE-DECARBOXYLASE-RXN	R02972
3.5.1.92-RXN	R02973
SEPIAPTERIN-DEAMINASE-RXN	R02974
SEPIAPTERIN-REDUCTASE-RXN	R02975
SPHINGANINE-KINASE-RXN	R02976
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	R02978
RXN-12092	R02982
AMYGDALIN-BETA-GLUCOSIDASE-RXN	R02985
2-FUROATE--COA-LIGASE-RXN	R02986
2-FUROYL-COA-DEHYDROGENASE-RXN	R02987
MALEYLACETATE-REDUCTASE-RXN	R02988
MALEYLACETATE-REDUCTASE-RXN	R02989
3-OXOADIPATE-COA-TRANSFERASE-RXN	R02990
3-OXOADIPATE-ENOL-LACTONASE-RXN	R02991
4-PYRIDOXOLACTONASE-RXN	R02992
6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN	R02994
6-OXOCINEOLE-DEHYDROGENASE-RXN	R02995
ARYLSULFATE-SULFOTRANSFERASE-RXN	R02996
CHLOROGENATE-HYDROLASE-RXN	R02997
2.3.1.98-RXN	R02998
1.6.99.12-RXN	R02999
2.6.1.41-RXN	R03001
2.1.1.113-RXN	R03003
NICONUCADENYLYLTRAN-RXN	R03005
RXN-3762	R03006
RXN-115	R03008
RXN1F-170	R03009
HISTOLDEHYD-RXN	R03012
HISTIDPHOS-RXN	R03013
RHAMNULOKIN-RXN	R03014
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	R03015
MONOTERPENYL-PYROPHOSPHATASE-RXN	R03016
MONOTERPENOL-O-ACETYLTRANSFERASE-RXN	R03017
PANTOTHENATE-KIN-RXN	R03018
2.5.1.25-RXN	R03019
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	R03020
1.1.1.98-RXN	R03021
1.1.1.99-RXN	R03022
4-NITROPHENOL-2-MONOOXYGENASE-RXN	R03023
4-NITROPHENYLPHOSPHATASE-RXN	R03024
COENZYME-F420-HYDROGENASE-RXN	R03025
RXN-11667	R03026
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	R03027
GLUTACONYL-COA-DECARBOXYLASE-RXN	R03028
4.3.1.14-RXN	R03030
VINYLACETYL-COA-DELTA-ISOMERASE-RXN	R03031
ARABINONATE-DEHYDRATASE-RXN	R03032
GALACTONDEHYDRAT-RXN	R03033
GALACTONOLACTONASE-RXN	R03034
PANTEPADENYLYLTRAN-RXN	R03035
ISOCHORMAT-RXN	R03037
ALANINE--TRNA-LIGASE-RXN	R03038
ALANYLPHOSPHATIDYLGLYCEROL-SYNTHASE-RXN	R03039
3-PROPYLMALATE-SYNTHASE-RXN	R03040
EXOPOLYPHOSPHATASE-RXN	R03042
1.1.1.150-RXN	R03043
1.1.1.151-RXN	R03044
RXN-6383	R03045
BETA-ALANYL-COA-AMMONIA-LYASE-RXN	R03046
11-CIS-RETINYL-PALMITATE-HYDROLASE-RXN	R03049
2-AMINOHEXANOATE-AMINOTRANSFERASE-RXN	R03053
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN	R03054
RXN-11211	R03055
GENTAMICIN-2-N-ACETYLTRANSFERASE-RXN	R03056
LEUKOTRIENE-A4-HYDROLASE-RXN	R03057
RXN-8647	R03058
LEUKOTRIENE-C4-SYNTHASE-RXN	R03059
3-NUCLEOTID-RXN	R03060
CEPHALOSPORIN-C-DEACETYLASE-RXN	R03062
CEPHALOSPORIN-C-TRANSAMINASE-RXN	R03063
2.3.1.175-RXN	R03064
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	R03065
RXN-14226	R03066
H2PTEROATESYNTH-RXN	R03067
DIMETHYLMALEATE-HYDRATASE-RXN	R03069
METHYLITACONATE-DELTA-ISOMERASE-RXN	R03070
NITRATE-REDUCTASE-CYTOCHROME-RXN	R03071
ISONOCARDICIN-SYNTHASE-RXN	R03072
NOCARDICIN-A-EPIMERASE-RXN	R03073
2.3.1.91-RXN	R03075
RXN-7401	R03077
RXN-8641	R03080
3-DEHYDROQUINATE-SYNTHASE-RXN	R03083
3-DEHYDROQUINATE-DEHYDRATASE-RXN	R03084
ESTRADIOL-6-BETA-MONOOXYGENASE-RXN	R03086
RXN66-349	R03087
RXN-1404	R03093
2.4.1.121-RXN	R03094
INDOLEACETATE--LYSINE-LIGASE-RXN	R03095
RXNN-404	R03096
ALLYSINE-DEHYDROG-RXN	R03102
1.2.1.31-RXN	R03103
MERCAPYSTRANS-RXN	R03106
PLASMALOGEN-SYNTHASE-RXN	R03109
2.7.8.22-RXN	R03110
2.1.1.110-RXN	R03111
2.1.1.109-RXN	R03112
CARVEOL-DEHYDROGENASE-RXN	R03114
13-BETA-GLUCAN-PHOSPHORYLASE-RXN	R03116
13-BETA-OLIGOGLUCAN-PHOSPHORYLASE-RXN	R03116
13-BETA-GLUCAN-SYNTHASE-RXN	R03118
13-PROPANEDIOL-DEHYDROGENASE-RXN	R03119
2.6.1.57-RXN	R03120
2.6.1.60-RXN	R03121
CYCLOMALTODEXTRINASE-RXN	R03122
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	R03123
RXN-525	R03124
RXN-7782	R03125
RXN1F-93	R03126
DIHYDROXYFUMARATE-DECARBOXYLASE-RXN	R03127
ALGINATE-SYNTHASE-RXN	R03129
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	R03130
RXN-7541	R03131
SULFOCYS-RXN	R03132
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	R03133
2.5.1.51-RXN	R03134
POLYVINYL-ALCOHOL-OXIDASE-RXN	R03135
RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN	R03137
RENILLA-LUCIFERIN-SULFOTRANSFERASE-RXN	R03138
RXN-6381	R03139
RXN-961	R03140
2.7.7.36-RXN	R03142
2.7.7.37-RXN	R03143
RXN-11496	R03145
1.2.2.3-RXN	R03146
1.10.2.1-RXN	R03147
2.7.1.62-RXN	R03148
2.7.7.28-RXN	R03149
2.7.11.18-RXN	R03150
MYOSIN-LIGHT-CHAIN-PHOSPHATASE-RXN	R03151
CITRAMALATE-COA-TRANSFERASE-RXN	R03153
2.8.3.7-RXN	R03154
1.1.1.168-RXN	R03155
1.1.99.27-RXN	R03156
RXN-6384	R03158
FUCOKINASE-RXN	R03161
ALPHA-L-FUCOSIDASE-RXN	R03162
FUCISOM-RXN	R03163
6-HYDROXYNICOTINATE-REDUCTASE-RXN	R03164
UROGENIIISYN-RXN	R03165
RXN-14396	R03166
1.11.1.12-RXN	R03167
N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN	R03168
2-METHYLACYL-COA-DEHYDROGENASE-RXN	R03169
2KETO-3METHYLVALERATE-RXN	R03171
2-METHYLACYL-COA-DEHYDROGENASE-RXN	R03173
1.1.1.145-RXN	R03176
1.2.1.54-RXN	R03177
4.1.1.75-RXN	R03178
GUANIDINOBUTANAMIDE-NH3-RXN	R03180
MALEYLACETOACETATE-ISOMERASE-RXN	R03181
DETHIOBIOTIN-SYN-RXN	R03182
GLUCURONOLACTONE-REDUCTASE-RXN	R03183
L-GULONOLACTONE-OXIDASE-RXN	R03184
RXN-3523	R03186
3.5.2.14-RXN	R03187
FORMIMINOASPARTATE-DEIMINASE-RXN	R03188
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	R03189
2.4.1.78-RXN	R03190
UDPNACETYLMURAMATEDEHYDROG-RXN	R03192
UDP-NACMUR-ALA-LIG-RXN	R03193
UROGENDECARBOX-RXN	R03197
R-DEHYDROPANTOATE-DEHYDROGENASE-RXN	R03198
LANOSTEROL-SYNTHASE-RXN	R03199
CYCLOARTENOL-SYNTHASE-RXN	R03200
S-6-HYDROXYNICOTINE-OXIDASE-RXN	R03202
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	R03203
1.13.11.9-RXN	R03204
2-HYDROXYPYRIDINE-5-MONOOXYGENASE-RXN	R03206
DIIODOTYROSINE-AMINOTRANSFERASE-RXN	R03207
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	R03209
7KAPSYN-RXN	R03210
CYCLOHEXANE-13-DIONE-HYDROLASE-RXN	R03211
3-HYDROXYCYCLOHEXANONE-DEHYDROGENASE-RXN	R03212
2.4.1.195-RXN	R03213
RXN-4606	R03214
1.2.2.3-RXN	R03215
DISULFOGLUCOSAMINE-6-SULFATASE-RXN	R03216
PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN	R03218
1.14.11.2-RXN	R03219
RXN0-1461	R03220
PROTOPORGENOXI-RXN	R03222
THI-P-SYN-RXN	R03223
HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN	R03225
1.1.1.147-RXN	R03227
16-HYDROXYSTEROID-EPIMERASE-RXN	R03228
RXN-7848	R03229
2.3.1.107-RXN	R03230
DAPASYN-RXN	R03231
R262-RXN	R03234
TAGAKIN-RXN	R03236
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	R03240
FUCULOKIN-RXN	R03241
HISTAMINOTRANS-RXN	R03243
LXULRU5P-RXN	R03244
PHOSPHOMEVALONATE-KINASE-RXN	R03245
PYROGALLOL-12-OXYGENASE-RXN	R03246
GALLATE-DECARBOXYLASE-RXN	R03247
25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN	R03248
RXN-6861	R03249
RXN-7565	R03250
1.3.1.18-RXN	R03251
1.13.11.10-RXN	R03253
KDO-8PSYNTH-RXN	R03254
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	R03255
LACTOSE6P-HYDROXY-RXN	R03256
NUCLEOTIDE-PYROPHOSPHOKINASE-RXN	R03258
3.1.4.17-RXN	R03259
O-SUCCHOMOSERLYASE-RXN	R03260
ISOPIPERITENOL-DEHYDROGENASE-RXN	R03261
FARNESOL-DEHYDROGENASE-RXN	R03264
FARNESOL-2-ISOMERASE-RXN	R03265
4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	R03266
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	R03267
2.4.2.35-RXN	R03268
P-PANTOCYSDECARB-RXN	R03269
RXN-12508	R03270
SYM-NORSPERMIDINE-SYNTHASE-RXN	R03271
2.7.11.27-RXN	R03272
ACETYL-COA-CARBOXYLASE-PHOSPHATASE-RXN	R03273
2.7.11.15-RXN	R03274
BETA-LYSINE-56-AMINOMUTASE-RXN	R03275
5.1.2.3-RXN	R03276
4.1.2.20-RXN	R03277
CYCLOHEXANE-12-DIOL-DEHYDROGENASE-RXN	R03279
1.14.13.66-RXN	R03281
1.2.1.47-RXN	R03283
RXN-9896	R03284
X-METHYL-HIS-DIPEPTIDASE-RXN	R03288
2.8.2.28-RXN	R03289
4-HYDROXYPROLINE-EPIMERASE-RXN	R03296
GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN	R03297
RXN6666-5	R03300
1.13.11.15-RXN	R03303
RXN6666-6	R03304
1.14.12.9-RXN	R03306
5.5.1.2-RXN	R03307
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	R03308
GLUTSEMIALDEHYDROG-RXN	R03313
SPONTPRO-RXN	R03314
PSEUDOURIDINE-KINASE-RXN	R03315
UDPMANNACADEHYDROG-RXN	R03317
2.3.1.92-RXN	R03323
1.1.1.149-RXN	R03325
3.1.4.43-RXN	R03331
3.1.4.36-RXN	R03333
LYSOLECITHIN-ACYLMUTASE-RXN	R03334
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	R03336
4.1.1.80-RXN	R03341
1.14.13.8-RXN	R03344
DIMETHYLANILINE-N-OXIDE-ALDOLASE-RXN	R03345
RXN-14227	R03346
RXN-8443	R03347
QUINOPRIBOTRANS-RXN	R03348
1.4.1.11-RXN	R03349
KDO-8PPHOSPHAT-RXN	R03350
CPM-KDOSYNTH-RXN	R03351
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	R03352
RXN66-25	R03353
RXN-12119	R03354
ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN	R03357
OCTOPAMINE-DEHYDRATASE-RXN	R03358
SYNEPHRINE-DEHYDRATASE-RXN	R03359
PHOSPHATIDYLINOSITOL-DEACYLASE-RXN	R03360
1-PHOSPHATIDYLINOSITOL-KINASE-RXN	R03361
1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN	R03362
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN	R03363
3.1.4.10-RXN	R03364
CAFFEATE-34-DIOXYGENASE-RXN	R03365
RXN-1104	R03366
MELILOTATE-3-MONOOXYGENASE-RXN	R03369
RXN0-1001	R03371
RXN-7241	R03372
RXN-7633	R03374
2.7.7.57-RXN	R03375
HYDROXYLYSINE-KINASE-RXN	R03378
PROCOLLAGEN-GALACTOSYLTRANSFERASE-RXN	R03380
SCYLLO-INOSAMINE-KINASE-RXN	R03384
1.14.12.4-RXN	R03386
DEHYDDEOXGALACTKIN-RXN	R03387
RXN-10029	R03388
2.3.1.101-RXN	R03390
1.17.1.1-RXN	R03392
3.1.3.57-RXN	R03393
3.1.3.56-RXN	R03394
2.7.1.88-RXN	R03395
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN	R03398
12-OXOPHYTODIENOATE-REDUCTASE-RXN	R03401
ALLENE-OXIDE-CYCLASE-RXN	R03402
STERYL-SULFATASE-RXN	R03404
PPPGPPHYDRO-RXN	R03409
2.1.1.16-RXN	R03410
2.1.1.79-RXN	R03411
3.3.2.5-RXN	R03415
2.4.1.67-RXN	R03418
3.5.1.26-RXN	R03421
3.1.4.37-RXN	R03422
CYCPHOSDIESTER-RXN	R03423
2.1.1.71-RXN	R03424
GCVP-RXN	R03425
RXN-10939	R03427
2.7.1.139-RXN	R03428
2.7.1.133-RXN	R03429
RXN-8730	R03430
DIIODOPHENYLPYRUVATE-REDUCTASE-RXN	R03431
2.7.1.127-RXN	R03433
3.1.3.62-RXN	R03434
3.1.4.11-RXN	R03435
2.3.1.67-RXN	R03437
2.3.1.63-RXN	R03438
KYNURENINE-78-HYDROXYLASE-RXN	R03441
N-ACETYLGLUTPREDUCT-RXN	R03443
RXN3O-1983	R03444
RXN-10720	R03445
3.2.2.24-RXN	R03446
2.4.2.37-RXN	R03447
3.5.2.12-RXN	R03448
2.7.11.2-RXN	R03449
3.1.3.43-RXN	R03450
TRIMETHYLLYSINE-DIOXYGENASE-RXN	R03451
RXN-4505	R03452
ALKYLACETYLGLYCEROPHOSPHATASE-RXN	R03454
2.3.1.105-RXN	R03455
2.1.1.83-RXN	R03456
IMIDPHOSDEHYD-RXN	R03457
RIBOFLAVINSYNREDUC-RXN	R03458
RIBOFLAVINSYNDEAM-RXN	R03459
2.5.1.19-RXN	R03460
4.1.1.51-RXN	R03461
BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN	R03462
1.3.1.40-RXN	R03463
3.5.4.27-RXN	R03464
4.1.2.34-RXN	R03465
1.13.11.38-RXN	R03466
GALACTOLIPASE-RXN	R03467
2.4.99.5-RXN	R03468
2.7.1.68-RXN	R03469
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	R03470
OHMETPYRKIN-RXN	R03471
GSADENYLATION-RXN	R03473
PHOSPHATIDYLCHOLINE-DESATURASE-RXN	R03475
PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN	R03476
2.1.4.2-RXN	R03477
2.7.1.140-RXN	R03478
2.7.1.134-RXN	R03479
3.1.1.69-RXN	R03482
2.4.1.228-RXN	R03486
2.4.99.9-RXN	R03488
2.4.99.11-RXN	R03489
ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN	R03493
GERANOYL-COA-CARBOXYLASE-RXN	R03494
12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	R03495
3.1.3.40-RXN	R03496
SEQUOYITOL-DEHYDROGENASE-RXN	R03497
D-PINITOL-DEHYDROGENASE-RXN	R03498
2.6.1.56-RXN	R03502
H2PTERIDINEPYROPHOSPHOKIN-RXN	R03503
H2NEOPTERINALDOL-RXN	R03504
1.2.1.40-RXN	R03506
CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN	R03507
IGPSYN-RXN	R03508
PRAISOM-RXN	R03509
1.14.99.20-RXN	R03510
1.1.4.1-RXN	R03511
1.1.4.2-RXN	R03512
2.4.1.147-RXN	R03513
2.4.1.148-RXN	R03514
CHONDRO-4-SULFATASE-RXN	R03517
CHONDRO-6-SULFATASE-RXN	R03518
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	R03519
1.1.1.231-RXN	R03520
GSHTRAN-RXN	R03522
ALKYLHALIDASE-RXN	R03523
L-3-CYANOALANINE-SYNTHASE-RXN	R03524
RXN-6763	R03528
ALKYLMERCURY-LYASE-RXN	R03529
RXN-14228	R03530
RXN0-1602	R03531
RXN-8667	R03532
RXN-8269	R03533
RXN-14103	R03534
ALKANAL-MONOOXYGENASE-FMN-LINKED-RXN	R03536
RXN-14113	R03537
RXN-14091	R03538
RXN-646	R03540
PRENYL-PYROPHOSPHATASE-RXN	R03541
BENZENE-12-DIOXYGENASE-RXN	R03543
RXN-161	R03544
ENZRXN-201-RXN	R03545
R524-RXN	R03546
2.4.1.171-RXN	R03547
2.4.1.104-RXN	R03548
RXN-11861	R03549
GALLATE-DIOXYGENASE-RXN	R03550
HISTONE-ACETYLTRANSFERASE-RXN	R03552
KERATAN-SULFOTRANSFERASE-RXN	R03553
LOGANATE-O-METHYLTRANSFERASE-RXN	R03554
1.3.3.9-RXN	R03555
1.14.13.74-RXN	R03556
CARBONYL-REDUCTASE-NADPH-RXN	R03557
SALICYL-ALCOHOL-GLUCOSYLTRANSFERASE-RXN	R03558
TOLUENE-DIOXYGENASE-RXN	R03559
TROPINESTERASE-RXN	R03563
VITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN	R03565
6-METHYLSALICYLATE-DECARBOXYLASE-RXN	R03567
ADPSUGPPHOSPHAT-RXN	R03570
RXN-7777	R03571
ALLYL-ALCOHOL-DEHYDROGENASE-RXN	R03572
ALIZARIN-2-BETA-GLUCOSYLTRANSFERASE-RXN	R03573
RXN-5021	R03574
1.97.1.1-RXN	R03575
ALLOSE-KINASE-RXN	R03576
APIOSE-1-REDUCTASE-RXN	R03577
N-FERULOYLGLYCINE-DEACYLASE-RXN	R03579
GERANIOL-DEHYDROGENASE-RXN	R03581
INDANOL-DEHYDROGENASE-RXN	R03583
L-GLYCOL-DEHYDROGENASE-RXN	R03585
L-XYLOSE-1-DEHYDROGENASE-RXN	R03586
RXN-12616	R03587
FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN	R03588
LUTEOLIN-7-O-GLUCORONOSYLTRANSFERASE-RXN	R03589
RXN-7687	R03590
MORPHINE-6-DEHYDROGENASE-RXN	R03591
MORPHINE-6-DEHYDROGENASE-RXN	R03592
3.5.5.2-RXN	R03593
SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN	R03594
2.7.9.3-RXN	R03595
SELENOCYSTEINE-LYASE-RXN	R03598
SELENOCYSTEINE-LYASE-RXN	R03599
RXN-12726	R03601
RXN-90	R03605
VIOMYCIN-KINASE-RXN	R03607
AGARITINE-GAMMA-GLUTAMYLTRANSFERASE-RXN	R03609
CALCIDIOL-1-MONOOXYGENASE-RXN	R03610
RXN-9829	R03611
CETRAXATE-BENZYLESTERASE-RXN	R03612
DIPHTINE--AMMONIA-LIGASE-RXN	R03613
EPHEDRINE-DEHYDROGENASE-RXN	R03614
FLAVONOID-3-MONOOXYGENASE-RXN	R03615
GALACTOSYLCERAMIDASE-RXN	R03617
ALKYLAMIDASE-RXN	R03620
IMIDAZOLE-N-ACETYLTRANSFERASE-RXN	R03621
KIEVITONE-HYDRATASE-RXN	R03622
LICODIONE-2-O-METHYLTRANSFERASE-RXN	R03623
LIMONIN-D-RING-LACTONASE-RXN	R03624
LINAMARIN-SYNTHASE-RXN	R03625
LIPOXYGENASE-RXN	R03626
LINOLEATE-ISOMERASE-RXN	R03627
PHTHALATE-45-DIOXYGENASE-RXN	R03630
PHYTANATE--COA-LIGASE-RXN	R03631
2.1.1.38-RXN	R03633
RXN-11501	R03634
RXN-600	R03636
TAXIFOLIN-8-MONOOXYGENASE-RXN	R03638
RXN-7775	R03640
STEROID-LACTONASE-RXN	R03641
VICIANIN-BETA-GLUCOSIDASE-RXN	R03642
ARGININE--TRNA-LIGASE-RXN	R03646
RXN490-3616	R03647
ASPARAGINE--TRNA-LIGASE-RXN	R03648
CYSTEINE--TRNA-LIGASE-RXN	R03650
6.1.1.24-RXN	R03651
GLUTAMINE--TRNA-LIGASE-RXN	R03652
GLYCINE--TRNA-LIGASE-RXN	R03654
HISTIDINE--TRNA-LIGASE-RXN	R03655
ISOLEUCINE--TRNA-LIGASE-RXN	R03656
LEUCINE--TRNA-LIGASE-RXN	R03657
LYSINE--TRNA-LIGASE-RXN	R03658
METHIONINE--TRNA-LIGASE-RXN	R03659
PHENYLALANINE--TRNA-LIGASE-RXN	R03660
PROLINE--TRNA-LIGASE-RXN	R03661
SERINE--TRNA-LIGASE-RXN	R03662
THREONINE--TRNA-LIGASE-RXN	R03663
TRYPTOPHAN--TRNA-LIGASE-RXN	R03664
VALINE--TRNA-LIGASE-RXN	R03665
8-OXOCOFORMYCIN-REDUCTASE-RXN	R03667
THIOETHANOLAMINE-S-ACETYLTRANSFERASE-RXN	R03668
D-FUCONATE-HYDRATASE-RXN	R03671
RXN-11369	R03672
DOPACHROME-DELTA-ISOMERASE-RXN	R03673
RXN-11403	R03674
5-ALPHA-HYDROXYSTEROID-DEHYDRATASE-RXN	R03675
RXN-14252	R03677
1.3.7.4-RXN	R03678
